departamento,provincia,anio,longitud,latitud,NDVI,SAVI,EVI,NDMI,precipitacion_mm,temperatura_c,altitud_m
Puno,Sandia,2021.0,-69.43527988601842,-13.272608322865931,0.8134409,0.47810617,0.54416895,0.29019433,3254.396,24.38662,295.0
Puno,Sandia,2021.0,-69.62392609568352,-14.000243703002743,0.26995093,0.21212265,0.3720499,0.13722937,1991.2847,13.179803,3287.0
Puno,Sandia,2021.0,-69.76765654114264,-14.179906759826647,0.2252575,0.10431356,0.11029009,-0.32652307,1228.6437,3.7929244,4654.0
Puno,Sandia,2021.0,-69.21070106498854,-13.452271379689835,0.802662,0.49207664,0.5358937,0.27116916,3594.4265,23.288685,338.0
Puno,Sandia,2021.0,-69.06697061952941,-14.04515946720872,0.6341321,0.38648778,0.468804,0.22820118,2115.0508,17.288027,2007.0
Puno,Sandia,2021.0,-69.25561682919451,-14.2697382882386,0.39596656,0.2663799,0.3660422,0.13180459,1499.5912,11.733671,2782.0
Puno,Sandia,2021.0,-69.44426303885962,-14.000243703002743,0.60119873,0.4189334,0.55251896,0.23770492,2140.1487,15.563832,1340.0
Puno,Sandia,2021.0,-69.53409456727157,-13.63193443651374,0.5736861,0.38674778,0.5211904,0.26201,3365.2935,20.968004,1084.0
Puno,Sandia,2021.0,-69.62392609568352,-13.407355615483858,0.6677966,0.38317382,0.42963964,0.24496928,3918.6914,23.63919,309.0
Puno,Sandia,2021.0,-69.48917880306558,-14.090075231414696,0.54786754,0.38504463,0.4705126,0.13376537,1715.1416,12.350539,1848.0
Puno,Sandia,2021.0,-69.21070106498854,-14.000243703002743,0.75567985,0.52926594,0.6234576,0.26630434,2128.8496,15.719024,1349.0
Puno,Sandia,2021.0,-69.44426303885962,-14.404485580856528,0.48595083,0.3233363,0.35094395,0.0036431416,1108.6155,7.250613,3457.0
Puno,Sandia,2021.0,-69.16578530078256,-14.13499099562067,0.6450298,0.37678593,0.44731006,0.2776425,1728.8708,15.4511385,2141.0
Puno,Sandia,2021.0,-69.71375762409546,-13.676850200719715,0.5566317,0.35602844,0.524754,0.23132582,3393.1416,19.271435,1228.0
Puno,Sandia,2021.0,-69.16578530078256,-14.359569816650552,0.6814159,0.42896935,0.5028161,0.23728123,1378.1384,10.710347,2227.0
Puno,Sandia,2021.0,-69.62392609568352,-13.721765964925691,0.47113165,0.30954254,0.4239891,0.22408456,3019.8052,18.352573,1029.0
Puno,Sandia,2021.0,-69.02205485532343,-13.227692558659955,0.8031789,0.44771898,0.49214637,0.25754717,2987.4885,24.812708,235.0
Puno,Sandia,2021.0,-69.57901033147753,-13.497187143895811,0.6981563,0.3979478,0.4806461,0.26188168,3838.3513,22.23228,928.0
Puno,Sandia,2021.0,-69.76765654114264,-14.314654052444576,0.26713616,0.11970547,0.12029599,-0.22196598,1209.3496,2.1471012,4937.0
Puno,Sandia,2021.0,-69.16578530078256,-14.404485580856528,0.5107148,0.31419218,0.39911434,0.18863867,1313.5259,10.710347,2754.0
Puno,Sandia,2021.0,-69.25561682919451,-13.775664881972864,0.8294269,0.49524468,0.55196637,0.29946294,2860.5093,17.71239,1266.0
Puno,Sandia,2021.0,-69.34544835760647,-14.314654052444576,0.7055292,0.41022658,0.45469356,0.23242009,1336.2803,11.733671,3026.0
Puno,Sandia,2021.0,-69.02205485532343,-13.497187143895811,0.8367678,0.47859308,0.53455925,0.29756993,3142.3994,24.164635,295.0
Puno,Sandia,2021.0,-69.53409456727157,-14.04515946720872,0.2994924,0.22292191,0.33978346,0.12389147,2184.819,14.9113655,2847.0
Puno,Sandia,2021.0,-69.57901033147753,-14.224822524032623,0.78816795,0.45640963,0.49983862,0.25044483,1129.6907,7.7725163,2448.0
Puno,Sandia,2021.0,-69.62392609568352,-13.820580646178838,0.1199187,0.09739545,0.21193798,0.13666838,2755.7756,17.304508,1955.0
Puno,Sandia,2021.0,-69.34544835760647,-13.587018672307764,0.80202675,0.48732823,0.5644678,0.2826678,3427.433,21.79973,640.0
Puno,Sandia,2021.0,-69.62392609568352,-14.404485580856528,0.259887,0.11622684,0.10681941,-0.217315,1077.0873,5.975444,4175.0
Puno,Sandia,2021.0,-69.39036412181244,-14.179906759826647,0.45554295,0.23629464,0.24921344,-0.034750972,1407.9316,11.889624,2134.0
Puno,Sandia,2021.0,-68.97713909111746,-13.092945266042026,0.81762624,0.47021827,0.51924175,0.32668152,2850.8716,24.958748,224.0
Puno,Sandia,2021.0,-69.1118863837354,-14.359569816650552,0.7872192,0.4307629,0.46301797,0.3305678,1436.7892,11.440222,2300.0
Puno,Sandia,2021.0,-69.57901033147753,-13.91041217459079,0.7702604,0.52118784,0.6232032,0.2808593,2001.9003,16.058697,1166.0
Puno,Sandia,2021.0,-69.06697061952941,-14.404485580856528,0.69461715,0.41407052,0.46479303,0.24843611,1443.4218,11.440222,2251.0
Puno,Sandia,2021.0,-69.62392609568352,-14.584148637680432,0.22186147,0.14144434,0.14776373,-0.16269584,1114.8054,2.2835968,4451.0
Puno,Sandia,2021.0,-69.25561682919451,-13.542102908101787,0.8001609,0.460037,0.516032,0.27078602,3362.6108,22.957792,390.0
Puno,Sandia,2021.0,-69.48917880306558,-13.542102908101787,0.77263844,0.4408922,0.5035024,0.27866542,3749.5742,22.59959,606.0
Puno,Sandia,2021.0,-69.1118863837354,-14.404485580856528,0.5729672,0.36630708,0.43246758,0.17474362,1389.0929,11.440222,2174.0
Puno,Sandia,2021.0,-69.1118863837354,-13.182776794453979,0.8189893,0.48529947,0.5436064,0.2915081,3020.3037,24.608803,244.0
Puno,Sandia,2021.0,-69.16578530078256,-14.000243703002743,0.44902387,0.30544323,0.4092167,0.19238397,2107.9749,15.719024,1819.0
Puno,Sandia,2021.0,-69.48917880306558,-13.676850200719715,0.7577593,0.5025661,0.58308417,0.30571696,3335.8982,18.839909,710.0
Puno,Sandia,2021.0,-69.30053259340049,-14.179906759826647,0.68371147,0.3807997,0.40852252,0.15332869,1402.3275,13.519508,1683.0
Puno,Sandia,2021.0,-69.39036412181244,-13.91041217459079,0.7758471,0.47539335,0.53036904,0.2809693,2133.7751,17.118631,1273.0
Puno,Sandia,2021.0,-69.39036412181244,-13.497187143895811,0.8053483,0.47285783,0.5413427,0.30062723,3709.494,22.687866,678.0
Puno,Sandia,2021.0,-68.97713909111746,-14.224822524032623,0.7288488,0.3999239,0.44331026,0.28720796,1432.845,16.072641,2397.0
Puno,Sandia,2021.0,-69.6688418598895,-14.2697382882386,0.24620962,0.13946976,0.15697895,-0.19561748,1235.6509,3.857455,4432.0
Puno,Sandia,2021.0,-69.34544835760647,-13.820580646178838,0.7522379,0.4617157,0.51348263,0.24344262,2731.6152,17.71239,1751.0
Puno,Sandia,2021.0,-69.06697061952941,-13.63193443651374,0.80350643,0.45413187,0.50090736,0.2643785,3089.8293,23.349052,407.0
Puno,Sandia,2021.0,-69.25561682919451,-13.272608322865931,0.80795956,0.4698751,0.5259695,0.2632973,3072.6406,24.663815,263.0
Puno,Sandia,2021.0,-69.02205485532343,-14.04515946720872,0.7680798,0.4502924,0.5104408,0.2714638,2203.2646,18.897106,1381.0
Puno,Sandia,2021.0,-69.16578530078256,-13.272608322865931,0.8187134,0.49881235,0.567721,0.26886985,3160.3599,24.616674,261.0
Puno,Sandia,2021.0,-69.02205485532343,-13.820580646178838,0.6607821,0.46812665,0.63673556,0.27631804,2691.1785,20.174927,1219.0
Puno,Sandia,2021.0,-69.06697061952941,-13.91041217459079,0.75406224,0.4758429,0.54402035,0.265071,2114.2441,18.19901,1205.0
Puno,Sandia,2021.0,-69.71375762409546,-13.721765964925691,0.6191532,0.44048995,0.5798937,0.25909325,3010.2993,19.271435,1442.0
Puno,Sandia,2021.0,-69.53409456727157,-13.497187143895811,0.67089945,0.4332574,0.5176567,0.24871491,3742.9111,22.59959,631.0
Puno,Sandia,2021.0,-69.1118863837354,-13.227692558659955,0.8087407,0.48086557,0.5374527,0.2587961,3145.8413,24.608803,249.0
Puno,Sandia,2021.0,-69.57901033147753,-13.820580646178838,0.6364992,0.42562625,0.561059,0.24048248,2756.7046,17.304508,1594.0
Puno,Sandia,2021.0,-69.21070106498854,-14.04515946720872,0.75765216,0.405812,0.4279206,0.24245895,2128.8496,15.719024,1777.0
Puno,Sandia,2021.0,-69.1118863837354,-14.2697382882386,0.58056265,0.38215488,0.49460727,0.3231988,1531.5095,14.33111,2352.0
Puno,Sandia,2021.0,-69.48917880306558,-13.452271379689835,0.7752387,0.45332235,0.5245933,0.26570696,3910.606,22.59959,408.0
Puno,Sandia,2021.0,-69.62392609568352,-14.04515946720872,0.63404256,0.32412657,0.33800784,0.053366583,1991.2847,13.179803,3168.0
Puno,Sandia,2021.0,-69.06697061952941,-13.272608322865931,0.72016156,0.38087532,0.41518462,0.19550791,3057.2112,24.463583,249.0
Puno,Sandia,2021.0,-69.16578530078256,-13.865496410384814,0.77948964,0.4488633,0.49992794,0.3115685,2354.296,16.671885,1914.0
Puno,Sandia,2021.0,-69.62392609568352,-14.179906759826647,0.35166994,0.17793241,0.18603201,-0.18531676,1273.4095,7.7725163,3732.0
Puno,Sandia,2021.0,-69.34544835760647,-13.497187143895811,0.76125985,0.44348624,0.49477994,0.27525654,3649.6223,22.957792,369.0
Puno,Sandia,2021.0,-68.97713909111746,-13.182776794453979,0.83257383,0.4646468,0.50761473,0.2878662,2916.4226,24.812708,231.0
Puno,Sandia,2021.0,-69.39036412181244,-14.539232873474456,0.22845188,0.11082544,0.10939691,-0.23080954,1209.8905,4.681063,4260.0
Puno,Sandia,2021.0,-69.30053259340049,-14.2697382882386,0.5634297,0.3163674,0.34246993,0.06319618,1393.6736,11.733671,2210.0
Puno,Sandia,2021.0,-69.16578530078256,-13.317524087071908,0.8031189,0.45902452,0.5106172,0.2653899,3132.6775,24.616674,276.0
Puno,Sandia,2021.0,-69.1118863837354,-14.449401345062505,0.50981635,0.29602844,0.36722776,0.14877726,1389.0929,11.440222,2860.0
Puno,Sandia,2021.0,-69.25561682919451,-13.91041217459079,0.39480972,0.2923439,0.4788743,0.18625142,2126.9468,16.328932,1991.0
Puno,Sandia,2021.0,-69.48917880306558,-13.362439851277882,0.75101024,0.44103688,0.5112362,0.25261286,3757.0742,23.746977,505.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.895688952494934,-0.12578617,-0.0058150804,-0.0054546446,0.007246377,652.40155,9.612089,3815.0
Puno,Yunguyo,2021.0,-69.06697061952941,-16.299930830348718,0.1895095,0.13553603,0.13668165,-0.068208195,771.8812,8.484545,3861.0
Puno,Yunguyo,2021.0,-69.30053259340049,-15.940604716700909,-0.13580246,-0.006392871,-0.0060096155,0.060606062,703.4567,9.123609,3815.0
Puno,Yunguyo,2021.0,-69.12086953657658,-16.344846594554696,0.15684931,0.08674242,0.08491703,-0.14965387,690.31525,8.484545,4352.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.49144707464115,-0.26881722,-0.0073630475,-0.006909513,0.014925373,745.24945,9.586599,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.401615546229197,-0.30580646,-0.008718577,-0.008302389,0.014456317,769.24286,9.733926,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.446531310435173,-0.1734694,-0.0066268193,-0.006278681,0.10204082,873.71967,8.427771,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.895688952494934,-0.08755761,-0.0027894685,-0.0026331106,0.09392265,672.5198,9.321109,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.536362838847126,-0.17548746,-0.009122502,-0.008796917,0.0,789.2242,9.272296,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.895688952494934,-0.085365854,-0.004066615,-0.0038518682,0.0,638.44147,9.612089,3815.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.446531310435173,-0.18552037,-0.0060170237,-0.005681503,0.084337346,793.53,8.8895,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.49144707464115,0.16547003,0.09297017,0.090820774,-0.16716382,776.0228,9.272296,3822.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.850773188288958,-0.14529915,-0.004983389,-0.0046886206,0.20481928,672.21515,9.321109,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.940604716700909,-0.14098361,-0.0062590977,-0.0058663026,0.114893615,659.67505,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.76765654114264,-15.446531310435173,-0.30825242,-0.007145,-0.0066897385,0.1632487,681.39307,9.677408,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.446531310435173,-0.21321322,-0.0052377908,-0.004919896,0.1748879,769.24286,9.733926,3815.0
Puno,Yunguyo,2021.0,-69.02205485532343,-16.210099301936765,0.23449948,0.12875618,0.12706934,-0.17728531,927.5812,9.242376,3920.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.581278603053102,-0.1716418,-0.0067199063,-0.006351661,0.11,724.9041,9.777885,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.671110131465053,-0.1257485,-0.0060963808,-0.0057458687,0.114503816,711.50964,9.888008,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.671110131465053,-0.13138686,-0.005255986,-0.0049453266,-0.04032258,661.27155,9.761121,3815.0
Puno,Yunguyo,2021.0,-69.76765654114264,-15.401615546229197,-0.2536023,-0.007396201,-0.0072241877,0.21710527,681.39307,9.677408,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.626194367259076,-0.14285715,-0.0075260517,-0.0072226236,0.012987013,710.81305,9.735306,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.446531310435173,-0.17905472,-0.006366836,-0.0060133794,0.091240875,830.77954,8.8895,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.536362838847126,-0.16666667,-0.007564003,-0.0071283653,0.16071428,766.8037,9.586599,3815.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.446531310435173,-0.13621262,-0.005970294,-0.0056362036,0.08183079,875.8225,8.427771,3815.0
Puno,Yunguyo,2021.0,-69.35443151044765,-15.805857424082982,-0.0996016,-0.007141497,-0.006893889,0.113300495,698.88025,9.68942,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-16.16518353773079,-0.060606062,-0.0029041627,-0.0027273968,-0.009584664,817.7174,8.303452,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.671110131465053,-0.18367347,-0.0052961945,-0.0050206403,0.012658228,690.77234,9.83003,3815.0
Puno,Yunguyo,2021.0,-69.95630275080774,-15.716025895671029,0.18815698,0.10255921,0.10883444,0.021693282,742.66864,9.016514,3818.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.626194367259076,-0.17695473,-0.0062969835,-0.005924334,0.030927835,716.9532,9.779268,3815.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.671110131465053,-0.14285715,-0.0059784194,-0.005609676,0.060344826,676.353,9.761121,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.35669978202322,-0.43362832,-0.014375122,-0.01374397,0.23076923,776.54,9.733926,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.671110131465053,0.22959428,0.1570185,0.15543707,-0.047513403,742.4192,9.83003,3931.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.626194367259076,-0.102639295,-0.0050768782,-0.004776592,0.00990099,692.06067,9.777885,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.716025895671029,-0.23595506,-0.0061898213,-0.0058049536,0.15254237,676.53436,9.83003,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.716025895671029,-0.10502283,-0.006610462,-0.006232049,0.07103825,640.6723,9.744454,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.536362838847126,-0.19298245,-0.009572617,-0.009188618,0.045454547,769.5855,9.272296,3815.0
Puno,Yunguyo,2021.0,-69.95630275080774,-15.850773188288958,-0.16535433,-0.006143944,-0.0056333495,0.04950495,754.1115,7.717537,3829.0
Puno,Yunguyo,2021.0,-70.00121851501372,-15.760941659877005,0.2858551,0.12377294,0.11189135,-0.056760665,743.638,8.400864,3818.0
Puno,Yunguyo,2021.0,-69.86647122239579,-15.760941659877005,-0.24740125,-0.008715395,-0.008139312,0.15409139,661.3413,8.949054,3815.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.536362838847126,-0.21367522,-0.0073285126,-0.0069083674,0.16455697,774.6826,9.418841,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.895688952494934,-0.11564626,-0.0049543423,-0.0046425257,0.12068965,685.0466,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.12086953657658,-16.299930830348718,0.21875438,0.13674541,0.14157608,-0.10933825,738.65875,8.484545,4044.0
Puno,Yunguyo,2021.0,-69.35443151044765,-15.895688952494934,-0.13812155,-0.007237985,-0.006741452,0.13043478,685.0466,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.805857424082982,-0.14285715,-0.0046948357,-0.0044079563,0.18518518,690.79596,9.837469,3815.0
Puno,Yunguyo,2021.0,-69.81257230534861,-15.401615546229197,-0.32714364,-0.012508527,-0.012273987,0.26618704,663.0117,9.677408,3815.0
Puno,Yunguyo,2021.0,-69.35443151044765,-16.120267773524812,-0.1840796,-0.005440643,-0.005080045,0.058064517,784.26013,9.657461,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.311784017817244,0.08307045,0.01082093,0.010440896,-0.14593698,774.1297,9.089683,3816.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.35669978202322,-0.24637681,-0.0074948566,-0.0071782456,0.39285713,754.8062,9.733926,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-16.16518353773079,0.0036630037,1.4601382E-4,1.3724575E-4,0.03787879,797.7845,8.303452,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.581278603053102,-0.25714287,-0.0066339066,-0.0061974935,0.17117117,838.9895,9.907005,3815.0
Puno,Yunguyo,2021.0,-69.81257230534861,-15.581278603053102,-0.16666667,-0.005859375,-0.0055555557,0.123595506,878.584,9.403062,3815.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.850773188288958,-0.12292359,-0.0053878264,-0.00505575,-0.007518797,652.40155,9.612089,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.716025895671029,-0.1335505,-0.005966819,-0.0055905534,0.015267176,663.98883,9.888008,3815.0
Puno,Yunguyo,2021.0,-69.25561682919451,-16.210099301936765,-0.21495327,-0.0067554335,-0.0063259806,0.037037037,724.4326,9.309245,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.760941659877005,-0.17266187,-0.007005254,-0.0066489363,-0.029535865,648.3536,9.68025,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.536362838847126,-0.25,-0.006485849,-0.0060519367,0.13793103,783.8062,10.038694,3815.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.536362838847126,-0.25405404,-0.006921944,-0.006456044,0.053435113,790.8797,9.586599,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.581278603053102,-0.16312057,-0.0067107566,-0.0063476292,0.09259259,708.41583,9.777885,3815.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.626194367259076,-0.09367089,-0.005339105,-0.0050936122,0.028735632,725.5858,9.777885,3815.0
Puno,Yunguyo,2021.0,-69.16578530078256,-16.255015066142743,0.20878379,0.11645728,0.11542772,-0.055438224,707.4217,8.283423,3815.0
Puno,Yunguyo,2021.0,-69.86647122239579,-15.895688952494934,0.043853343,0.0055823317,0.005150548,0.008333334,653.0191,8.320745,3815.0
Puno,Yunguyo,2021.0,-69.58799348431873,-15.895688952494934,-0.16483517,-0.008683906,-0.008128319,0.055555556,627.62366,9.486793,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.49144707464115,-0.15753424,-0.0067042364,-0.0063432525,0.060344826,777.9598,9.418841,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.895688952494934,-0.08928572,-0.0029342724,-0.002749292,0.08510638,672.21515,9.321109,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.581278603053102,-0.1597633,-0.007835171,-0.0074245175,0.109375,720.76843,9.735306,3815.0
Puno,Yunguyo,2021.0,-69.76765654114264,-15.626194367259076,-0.17924528,-0.0055816686,-0.0052662212,0.10828026,842.1398,9.403062,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.940604716700909,-0.13422818,-0.005826374,-0.005413306,0.12173913,689.7435,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.49144707464115,-0.055762082,-0.00427026,-0.0040294416,0.0,779.2377,9.272296,3815.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.581278603053102,-0.1919192,-0.005589331,-0.005252101,0.08108108,760.46893,9.779268,3815.0
Puno,Yunguyo,2021.0,-69.30053259340049,-16.210099301936765,-0.096296296,-0.0037974683,-0.0035154137,0.10909091,735.5036,9.309245,3815.0
Puno,Yunguyo,2021.0,-69.53409456727157,-15.401615546229197,-0.1509091,-0.008006431,-0.0076908823,0.088895366,873.71967,8.427771,3815.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.626194367259076,-0.20603015,-0.006030003,-0.005679772,-0.024691358,742.6248,9.779268,3815.0
Puno,Yunguyo,2021.0,-70.00121851501372,-15.716025895671029,0.38414294,0.24050339,0.2595345,0.09957862,697.81744,9.016514,3817.0
Puno,Yunguyo,2021.0,-69.86647122239579,-15.716025895671029,0.2841206,0.126328,0.118021734,-0.10667107,660.53125,9.08257,3818.0
Puno,Yunguyo,2021.0,-69.91138698660177,-15.671110131465053,0.23361762,0.17655377,0.18007118,-0.088670954,716.6865,9.08257,3818.0
Puno,Yunguyo,2021.0,-69.25561682919451,-16.120267773524812,-0.09677419,-0.0035128805,-0.0032621105,0.027522936,761.8434,10.243642,3815.0
Puno,Yunguyo,2021.0,-69.86647122239579,-15.671110131465053,0.32972556,0.16864373,0.15868881,-0.017142856,722.31647,9.08257,3818.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.401615546229197,-0.2853717,-0.008742714,-0.008306111,0.15354839,762.1497,9.733926,3815.0
Puno,Yunguyo,2021.0,-69.63290924852471,-15.401615546229197,-0.25337332,-0.008266214,-0.007934719,0.18149467,793.53,8.8895,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.49144707464115,-0.23809524,-0.0059008654,-0.0055407803,0.18518518,716.2749,10.038694,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.49144707464115,-0.19117647,-0.007593458,-0.007177562,0.057692308,760.81433,9.586599,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.581278603053102,-0.16923077,-0.0064327484,-0.006066455,0.085427135,730.4643,9.779268,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-16.075352009318838,0.25089607,0.09439617,0.0850788,-0.22040209,731.59875,9.657461,3821.0
Puno,Yunguyo,2021.0,-69.76765654114264,-15.35669978202322,-0.5081967,-0.01815697,-0.018586246,0.2244898,670.4555,9.677408,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.626194367259076,-0.23333333,-0.006188605,-0.005800304,0.2,819.17017,9.907005,3815.0
Puno,Yunguyo,2021.0,-69.85748806955459,-15.311784017817244,0.20015742,0.11663354,0.11184905,-0.17352027,670.43506,9.16395,3817.0
Puno,Yunguyo,2021.0,-69.39934727465364,-16.075352009318838,-0.05,-0.0023255814,-0.0022209883,0.10144927,727.51404,9.657461,3815.0
Puno,Yunguyo,2021.0,-69.48917880306558,-15.671110131465053,-0.14868805,-0.007396307,-0.0069565694,-0.016835017,677.5978,9.744454,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.671110131465053,-0.13450292,-0.0066718236,-0.006269763,0.11278196,697.7172,9.888008,3815.0
Puno,Yunguyo,2021.0,-69.95630275080774,-15.671110131465053,0.23229839,0.17209879,0.17228277,-0.0831046,763.87964,9.016514,3817.0
Puno,Yunguyo,2021.0,-69.39934727465364,-15.716025895671029,-0.05854801,-0.0035964323,-0.00344742,0.057894737,691.5668,9.888008,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.626194367259076,-0.12264151,-0.0038190365,-0.0035987156,0.027624309,760.1184,9.907005,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.581278603053102,-0.13690476,-0.0066756965,-0.006297574,0.039426524,723.60425,9.735306,3815.0
Puno,Yunguyo,2021.0,-69.35443151044765,-15.940604716700909,-0.093333334,-0.0040776697,-0.0038235695,0.10569106,689.7435,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.536362838847126,-0.25925925,-0.006199567,-0.0057988623,0.15384616,807.4417,10.038694,3815.0
Puno,Yunguyo,2021.0,-69.81257230534861,-15.536362838847126,-0.12307692,-0.0046783625,-0.0044137933,0.1632653,801.76794,9.654121,3815.0
Puno,Yunguyo,2021.0,-69.91138698660177,-15.626194367259076,0.31762955,0.21272002,0.2195147,-0.015743656,696.57385,9.035832,3818.0
Puno,Yunguyo,2021.0,-69.21070106498854,-16.16518353773079,-0.14615385,-0.0055555557,-0.0051855897,0.067307696,721.4605,9.588182,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.850773188288958,-0.15277778,-0.006415241,-0.0060462817,0.033898305,654.5139,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.44426303885962,-15.895688952494934,-0.09701493,-0.003798208,-0.003601507,0.004149378,654.5139,9.5711775,3815.0
Puno,Yunguyo,2021.0,-69.6778250127307,-15.49144707464115,-0.25,-0.006485849,-0.0060820524,0.1,726.762,10.038694,3815.0
Puno,Yunguyo,2021.0,-69.76765654114264,-15.850773188288958,-0.20524018,-0.0068921694,-0.006576554,-0.031914894,660.4182,8.66983,3815.0
Puno,Yunguyo,2021.0,-69.81257230534861,-15.49144707464115,-0.24468085,-0.0067726737,-0.006384278,0.17355372,684.0612,9.654121,3815.0
Puno,Yunguyo,2021.0,-69.81257230534861,-15.446531310435173,-0.24485597,-0.007003845,-0.006620527,0.24617997,663.0117,9.677408,3815.0
Puno,Yunguyo,2021.0,-70.00121851501372,-15.850773188288958,0.25069124,0.11380753,0.11161264,0.13508992,731.8855,7.717537,3820.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.850773188288958,-0.18627451,-0.005586045,-0.0052438383,0.11409396,672.5198,9.321109,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.760941659877005,-0.06896552,-0.0023455825,-0.0022256845,0.048543688,717.2759,9.837469,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.716025895671029,-0.0990099,-0.0057670125,-0.0054409923,-0.037037037,651.9914,9.761121,3815.0
Puno,Yunguyo,2021.0,-69.35443151044765,-16.075352009318838,-0.2021858,-0.0054502604,-0.0050683543,0.08955224,727.51404,9.657461,3815.0
Puno,Yunguyo,2021.0,-69.72274077693666,-15.716025895671029,-0.18139535,-0.0057268725,-0.0054347827,0.0797546,711.3972,9.83003,3815.0
Puno,Yunguyo,2021.0,-69.57901033147753,-15.401615546229197,-0.14660582,-0.006242612,-0.006039783,0.09174312,830.77954,8.8895,3815.0
Puno,Yunguyo,2021.0,-69.12086953657658,-16.210099301936765,-0.039325844,-0.0020278099,-0.0019216515,-0.031161472,821.94995,9.175648,3815.0
Puno,Yunguyo,2021.0,-69.30053259340049,-16.075352009318838,-0.17171717,-0.0050009806,-0.0046631554,0.064935066,739.6147,10.243642,3815.0
Puno,Yunguyo,2021.0,-69.81257230534861,-15.716025895671029,-0.21649484,-0.0061801057,-0.0057442966,-0.1827957,705.064,9.49619,3815.0
